Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,,Price_euros
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1189
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,0,0,Intel,HD Graphics 620,,547
HP,Probook 440,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,779
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,1195
HP,EliteBook 840,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1099.99
HP,ProBook 640,Notebook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1205
HP,EliteBook 1040,Ultrabook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,1449
HP,ProBook 440,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Nvidia,GeForce 930MX,,1049.26
HP,Probook 440,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,0,0,Intel,HD Graphics 620,,684
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0,0,0,10,Nvidia,GeForce GTX 1050,,949
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,1539
HP,Elitebook 840,Notebook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1590
HP,EliteBook 840,Ultrabook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1887.21
HP,Probook 430,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,0,0,Intel,HD Graphics 620,,800
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1210
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,256,0,0,0,Intel,HD Graphics 620,,769.99
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 7,Intel,Core i7 6820HQ,2.7GHz,512,0,0,0,Nvidia,Quadro 3000M,,2968
Toshiba,Tecra Z40-C-12Z,Notebook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1490
HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,2229
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,1,0,0,Intel,HD Graphics 520,,795.99
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1590
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1149
HP,ProBook 440,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Nvidia,GeForce 930MX,,1185.43
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,0,500,0,0,Intel,HD Graphics 520,,1046.44
HP,Elitebook 820,Ultrabook,12.5,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1559
HP,ProBook 650,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,1189
HP,ProBook 640,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,1060
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1624
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Nvidia,GeForce 930MX,,1080
HP,ProBook 440,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,973
Acer,Aspire 3,Notebook,15.6,1366x768,6GB,Windows 10,AMD,A9-Series 9420,3GHz,0,1,0,0,AMD,Radeon R5,,409
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1191.8
HP,Probook 640,Notebook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1195
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1228.99
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1349
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,742
Toshiba,Tecra Z40-C-136,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,1725
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1062.95
HP,ProBook 440,Notebook,14,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1010.51
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,847
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Nvidia,GeForce 930M,,1425
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1049.6
HP,EliteBook 840,Notebook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,1000
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,500,0,0,Intel,HD Graphics 520,,2103.34
HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1469
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,256,1,0,0,Nvidia,GeForce GTX 980M,,1545.64
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 980M,,2289.99
Lenovo,ThinkPad X1,Notebook,14,IPS Panel 2560x1440,16GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,2620
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,0,0,Nvidia,GeForce 940MX,,979
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1094
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,979
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1,0,0,0,Intel,HD Graphics 620,,2254
HP,ProBook 650,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,705.15
HP,250 G5,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,499
Acer,Aspire ES1-523,Notebook,15.6,1366x768,8GB,Windows 10,AMD,A8-Series 7410,2.2GHz,0,1,0,0,AMD,Radeon R5,,449
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1299
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1819
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1070
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,No OS,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 965M,,998
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics,,559
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,2,0,0,AMD,Radeon R7 M445,,989.99
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1929
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1458
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,64GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,1,0,0,0,Nvidia,GTX 980 ,,3975
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,798.01
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 970M,,1329
Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,8GB,Mac OS X,Intel,Core M,1.1GHz,0,0,256,0,Intel,HD Graphics 515,,1300
Dell,Latitude 3570,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,481.98
HP,ProBook 650,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,1199
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1199
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1090
Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1713.49
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,10,0,0,AMD,Radeon R5 M330,,659
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,0,1,0,0,Nvidia,GeForce GTX 950M,,977
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2499
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,540
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,940
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,8GB,Windows 10,Intel,Core M 6Y75,1.2GHz,512,0,0,0,Intel,HD Graphics 515,,1399
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,512,0,0,10,Nvidia,GeForce GTX 980M,,3240
HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,2049
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,750
HP,EliteBook 840,Notebook,14,Full HD 1920x1080,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,1030.99
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6500U,2.5GHz,256,0,0,0,AMD,FirePro W4190M,,1495
Lenovo,ThinkPad T460,Notebook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,180,0,0,0,Intel,HD Graphics 520,,1199
Acer,Aspire ES1-523,Notebook,15.6,1366x768,4GB,Windows 10,AMD,A8-Series 7410,2.2GHz,0,500,0,0,AMD,Radeon R5,,387
HP,250 G6,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i3 6006U,2GHz,0,1,0,0,Intel,HD Graphics 520,,345.99
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1599
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,0,0,AMD,Radeon 530,,818.35
HP,Elitebook 820,Netbook,12.5,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,1599
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,1,0,0,Nvidia,GeForce GTX 950M,,799
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,AMD,Radeon R7 M445,,638.8
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,0,0,0,Nvidia,GeForce GTX 965M,,1599
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 980M,,2299
Dell,Latitude E5270,Ultrabook,12.5,1366x768,4GB,Windows 7,Intel,Core i3 6100U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,1135.15
Dell,Latitude E5270,Ultrabook,12.5,1366x768,4GB,Windows 7,Intel,Core i3 6100U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,1166.97
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,AMD,FirePro W6150M,,2899
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,0,0,0,Nvidia,GTX 1050 Ti,,1199
Dell,Latitude E5270,Ultrabook,12.5,1366x768,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1413.1
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1511.19
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,867
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A6-Series 9220,2.5GHz,0,1,0,0,AMD,Radeon R4,,398
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1339
HP,EliteBook 1030,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core M 6Y54,1.1GHz,256,0,0,0,Intel,HD Graphics 515,,1699
Dell,Vostro 3559,Notebook,15.6,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,500,0,0,AMD,Radeon R5 M315,,769.15
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,128,0,0,0,Intel,HD Graphics 520,,429
HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1969
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7560U,2.4GHz,256,0,0,0,Intel,Plus Graphics 640,,1379
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,256,0,0,10,Nvidia,GeForce GTX 980M,,2749.99
Razer,Blade Stealth,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1029
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,2226
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1312.49
HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1690
HP,EliteBook 1040,Notebook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1513
Dell,Latitude E5570,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,523.63
Asus,VivoBook Max,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,435
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1669
HP,EliteBook 820,Ultrabook,12.5,1366x768,8GB,Windows 7,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1895
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,No OS,Intel,Core i5 7300HQ,2.5GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,989
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,1129
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,2,0,0,Intel,HD Graphics 620,,629
Lenovo,ThinkPad P40,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 7,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Nvidia,Quadro M500M,,2050.38
HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,752
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Nvidia,GeForce 940MX,,616
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,0,0,10,AMD,Radeon R7 M360,,1099
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6700HQ,2.6GHz,256,0,0,0,Nvidia,Quadro M3000M,,3949.4
Dell,Inspiron 5567,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,0,0,AMD,Radeon R7 M445,,784
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,256,1,0,0,Nvidia,GeForce GTX 980M,,2399
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,2171.72
Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,16GB,Windows 10,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Intel,HD Graphics 520,,2440
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1142.8
HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1629
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6700HQ,2.6GHz,256,0,0,0,Nvidia,Quadro M1000M,,2229
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,1799
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6700HQ,2.6GHz,256,0,0,0,Nvidia,Quadro M1000M,,1899
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6500U,2.50GHz,256,0,0,0,Intel,HD Graphics 520,,2296.95
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Nvidia,GeForce 940MX,,1009.9
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1579
Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,2339
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i3 6006U,2.0GHz,0,1,0,0,Intel,HD Graphics 520,,339
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,4GB,Windows 10,AMD,E-Series 7110,1.8GHz,0,500,0,0,AMD,Radeon R2 Graphics,,297
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,8GB,No OS,Intel,Core i5 6200U,2.3GHz,0,1,0,0,AMD,Radeon R5 M330,,599
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,0,0,Nvidia,GTX 1050 Ti,,1199
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,256,0,0,0,Nvidia,GeForce 960M,,2250.68
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A6-Series A6-9220,2.5GHz,256,0,0,0,AMD,Radeon 520,,478.89
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GTX 1050 Ti,,1492.8
Lenovo,ThinkPad T460s,Ultrabook,14,Full HD 1920x1080,12GB,Windows 7,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Intel,HD Graphics 520,,2299
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,0,0,10,AMD,Radeon R5 M330,,788.49
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,512,0,0,0,Intel,HD Graphics 520,,2041
Lenovo,ThinkPad T460,Ultrabook,14,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,1499
MSI,GS40 Phantom,Gaming,14,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 970M,,1769
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,899
